Order_ID,Order_Date,Item_Type,Outlet_Tier,Outlet_Size,Outlet_Establishment_Year,Sales,Rating
12691,2022-03-16,Meat,Tier 3,Medium,2014,1731.44,4.4
12692,2020-08-23,Seafood,Tier 3,High,2018,534.42,3.9
12693,2019-04-05,Snack Foods,Tier 1,Medium,2012,488.16,4.8
12694,2019-10-20,Frozen Foods,Tier 3,Medium,2014,1696.05,3.7
12695,2019-01-25,Meat,Tier 3,High,2010,1107.28,3.5
12696,2022-07-19,Fruits and Vegetables,Tier 3,Small,2010,733.71,3.7
12697,2022-04-04,Breads,Tier 1,Medium,2016,1442.75,4.6
12698,2021-07-27,Dairy,Tier 1,Small,2018,1629.0,4.7
12699,2021-01-31,Breads,Tier 2,High,2016,1732.4,4.6
12700,2022-01-15,Seafood,Tier 2,Medium,2012,282.74,4.0
12701,2020-10-15,Fruits and Vegetables,Tier 2,Small,2018,1185.96,4.8
12702,2021-09-11,Household,Tier 2,Small,2012,1372.53,4.8
12703,2020-09-29,Soft Drinks,Tier 3,Small,2014,277.13,4.7
12704,2020-05-05,Seafood,Tier 1,Small,2018,1239.75,4.6
12705,2022-03-10,Frozen Foods,Tier 1,Small,2010,112.28,4.8
12706,2022-01-31,Baking Goods,Tier 2,Small,2014,716.06,4.5
12707,2022-06-03,Soft Drinks,Tier 3,Medium,2014,385.43,4.9
12708,2020-07-28,Meat,Tier 1,Medium,2012,1144.35,4.4
12709,2019-10-21,Snack Foods,Tier 1,High,2016,422.63,3.7
12710,2021-06-14,Fruits and Vegetables,Tier 3,Small,2012,1588.83,3.8
12711,2022-08-22,Fruits and Vegetables,Tier 3,High,2014,286.23,4.1
12712,2022-07-01,Household,Tier 2,Medium,2018,1527.77,4.6
12713,2022-04-18,Baking Goods,Tier 2,High,2010,242.87,3.7
12714,2019-02-09,Snack Foods,Tier 3,Medium,2014,912.67,3.8
12715,2021-02-14,Frozen Foods,Tier 1,Medium,2016,1412.14,3.6
12716,2020-06-03,Seafood,Tier 3,High,2016,364.86,3.8
12717,2020-06-29,Dairy,Tier 3,Medium,2018,1517.07,3.8
12718,2019-08-24,Dairy,Tier 1,Medium,2016,1909.15,4.3
12719,2020-04-07,Breads,Tier 1,High,2018,778.13,4.1
12720,2022-06-05,Dairy,Tier 2,High,2016,50.35,3.6
12721,2020-04-27,Dairy,Tier 3,Small,2012,979.82,3.7
12722,2020-03-05,Meat,Tier 2,High,2010,1809.76,4.3
12723,2021-11-11,Breads,Tier 3,Medium,2010,1346.76,3.7
12724,2019-12-09,Baking Goods,Tier 3,Small,2014,1421.41,4.6
12725,2021-11-29,Snack Foods,Tier 1,Medium,2014,1595.31,3.6
12726,2022-04-11,Fruits and Vegetables,Tier 3,High,2012,1821.0,3.8
12727,2022-04-17,Fruits and Vegetables,Tier 3,Medium,2012,293.37,4.8
12728,2019-05-13,Frozen Foods,Tier 1,High,2010,1200.91,4.3
12729,2019-12-17,Snack Foods,Tier 1,High,2014,1784.98,5.0
12730,2020-05-20,Breads,Tier 1,High,2014,1562.98,3.7
12731,2019-03-25,Soft Drinks,Tier 3,Small,2010,535.44,3.6
12732,2021-09-19,Baking Goods,Tier 1,High,2018,1755.48,3.6
12733,2021-04-09,Baking Goods,Tier 3,Medium,2012,623.5,4.9
12734,2021-05-10,Seafood,Tier 2,Small,2014,851.23,4.5
12735,2019-12-09,Frozen Foods,Tier 1,Small,2010,412.0,4.0
12736,2022-07-27,Snack Foods,Tier 2,Small,2012,1776.19,4.1
12737,2021-05-15,Fruits and Vegetables,Tier 2,Medium,2010,231.38,4.6
12738,2022-07-10,Meat,Tier 1,High,2018,1988.51,4.4
12739,2022-04-04,Baking Goods,Tier 1,Small,2016,690.93,4.0
12740,2019-10-20,Household,Tier 3,High,2014,1436.08,4.5
12741,2022-06-03,Breads,Tier 1,High,2012,301.02,4.0
12742,2022-04-08,Dairy,Tier 2,Medium,2010,1001.33,4.2
12743,2020-08-20,Dairy,Tier 2,Small,2010,128.26,4.8
12744,2020-10-06,Snack Foods,Tier 2,Medium,2012,1762.88,3.7
12745,2020-03-23,Soft Drinks,Tier 3,Small,2014,920.54,4.1
12746,2020-11-20,Frozen Foods,Tier 3,Small,2014,1498.37,3.6
12747,2021-09-28,Baking Goods,Tier 1,High,2010,1794.3,3.6
12748,2021-05-04,Fruits and Vegetables,Tier 1,High,2014,183.76,4.9
12749,2020-05-16,Snack Foods,Tier 1,Small,2016,1047.31,4.3
12750,2021-02-02,Soft Drinks,Tier 2,Small,2018,419.61,5.0
12751,2021-01-04,Meat,Tier 2,High,2018,184.56,4.8
12752,2022-11-03,Baking Goods,Tier 2,Small,2016,1262.96,5.0
12753,2022-05-09,Snack Foods,Tier 1,Small,2014,272.49,4.9
12754,2019-09-07,Meat,Tier 1,Small,2010,1009.27,4.8
12755,2022-12-03,Frozen Foods,Tier 2,Medium,2014,433.99,4.6
12756,2020-08-23,Baking Goods,Tier 1,Small,2012,435.56,4.6
12757,2019-05-05,Snack Foods,Tier 3,Small,2012,1069.84,4.9
12758,2019-04-23,Frozen Foods,Tier 1,High,2014,1133.01,5.0
12759,2021-09-07,Dairy,Tier 2,High,2016,56.78,4.9
12760,2022-03-06,Frozen Foods,Tier 1,Medium,2012,1026.5,4.2
12761,2019-05-30,Household,Tier 3,High,2018,1356.01,4.8
12762,2021-05-24,Breads,Tier 2,Small,2010,1373.1,4.3
12763,2019-12-09,Fruits and Vegetables,Tier 1,Medium,2016,1707.27,4.3
12764,2020-08-02,Seafood,Tier 1,Small,2012,1795.84,4.7
12765,2021-02-21,Dairy,Tier 1,Small,2010,1264.58,4.7
12766,2019-11-17,Seafood,Tier 1,Small,2018,989.57,4.7
12767,2021-04-01,Baking Goods,Tier 3,Medium,2012,448.01,4.7
12768,2020-06-15,Frozen Foods,Tier 1,High,2012,297.18,4.1
12769,2022-08-05,Frozen Foods,Tier 1,High,2010,1237.74,4.3
12770,2020-05-06,Dairy,Tier 2,High,2010,1895.84,3.9
12771,2020-09-03,Dairy,Tier 3,Small,2014,592.52,4.2
12772,2019-09-09,Breads,Tier 2,Medium,2012,243.93,4.9
12773,2022-01-05,Dairy,Tier 3,High,2018,876.53,4.7
12774,2022-11-16,Dairy,Tier 1,Medium,2010,50.94,4.0
12775,2022-12-06,Seafood,Tier 3,Medium,2016,1129.47,4.4
12776,2019-06-22,Breads,Tier 2,Small,2012,146.48,3.9
12777,2021-05-24,Snack Foods,Tier 1,Medium,2016,1865.38,3.8
12778,2019-07-20,Frozen Foods,Tier 2,High,2012,1746.37,4.1
12779,2019-08-05,Frozen Foods,Tier 2,High,2010,274.06,3.8
12780,2020-01-11,Dairy,Tier 3,Medium,2014,336.45,4.3
12781,2019-01-11,Breads,Tier 1,Medium,2012,1909.22,4.1
12782,2021-11-01,Dairy,Tier 2,Medium,2010,1636.43,3.7
12783,2021-06-10,Breads,Tier 2,Medium,2010,1886.95,4.6
12784,2020-03-10,Seafood,Tier 3,High,2010,702.28,4.6
12785,2021-03-28,Frozen Foods,Tier 2,High,2016,266.37,4.8
12786,2022-10-28,Household,Tier 1,Small,2010,1250.0,4.6
12787,2022-07-20,Soft Drinks,Tier 1,Medium,2016,1935.08,3.8
12788,2021-07-19,Household,Tier 3,High,2018,303.43,4.5
12789,2020-11-21,Seafood,Tier 2,Medium,2014,1646.84,5.0
12790,2022-03-01,Baking Goods,Tier 3,High,2010,751.25,4.8
12791,2021-05-04,Dairy,Tier 3,Small,2018,275.24,4.2
12792,2021-02-22,Soft Drinks,Tier 2,High,2010,945.12,4.5
12793,2019-11-15,Household,Tier 1,High,2018,1003.03,3.5
12794,2021-04-23,Baking Goods,Tier 3,Small,2010,67.71,3.8
12795,2020-09-12,Baking Goods,Tier 1,Medium,2014,975.18,4.1
12796,2021-02-23,Seafood,Tier 1,High,2010,1312.58,4.1
12797,2022-04-06,Meat,Tier 2,Small,2016,1541.09,4.8
12798,2020-02-01,Meat,Tier 2,Small,2010,242.19,5.0
12799,2022-04-18,Baking Goods,Tier 1,Small,2012,1759.25,4.2
12800,2021-12-17,Soft Drinks,Tier 1,High,2016,377.1,4.1
12801,2020-04-04,Seafood,Tier 1,Medium,2018,1333.66,3.7
12802,2019-03-02,Household,Tier 3,High,2010,1127.63,3.9
12803,2020-01-04,Breads,Tier 1,High,2010,1766.02,3.7
12804,2022-02-18,Breads,Tier 3,High,2010,125.36,4.0
12805,2020-12-19,Dairy,Tier 2,Small,2012,423.55,4.6
12806,2020-06-29,Household,Tier 2,Medium,2014,287.83,3.5
12807,2021-11-06,Soft Drinks,Tier 1,High,2014,688.72,4.8
12808,2020-05-10,Meat,Tier 2,Medium,2016,710.75,4.6
12809,2020-05-11,Frozen Foods,Tier 1,High,2016,222.79,4.1
12810,2020-05-19,Breads,Tier 3,Medium,2012,1052.93,4.3
12811,2021-08-26,Dairy,Tier 1,Small,2012,276.67,3.7
12812,2022-08-31,Fruits and Vegetables,Tier 2,Medium,2012,194.98,4.7
12813,2021-12-28,Snack Foods,Tier 1,Small,2018,114.69,4.7
12814,2019-06-10,Fruits and Vegetables,Tier 2,Small,2012,1861.83,4.1
12815,2020-12-18,Soft Drinks,Tier 3,Medium,2012,823.64,3.9
12816,2022-03-14,Soft Drinks,Tier 2,High,2012,603.19,4.4
12817,2021-09-19,Dairy,Tier 2,High,2012,990.43,4.0
12818,2022-11-09,Seafood,Tier 2,High,2014,357.5,4.6
12819,2019-09-26,Baking Goods,Tier 2,High,2010,842.01,4.6
12820,2020-11-29,Frozen Foods,Tier 2,Medium,2010,421.56,5.0
12821,2021-05-14,Fruits and Vegetables,Tier 2,High,2014,643.57,4.0
12822,2019-12-16,Frozen Foods,Tier 1,High,2012,1852.22,3.6
12823,2019-04-20,Meat,Tier 3,Small,2018,339.96,4.8
12824,2020-02-11,Snack Foods,Tier 1,Medium,2018,974.0,3.5
12825,2020-10-11,Snack Foods,Tier 3,Small,2016,1338.68,4.2
12826,2019-02-20,Breads,Tier 1,Small,2010,1840.09,3.9
12827,2022-11-27,Soft Drinks,Tier 3,High,2016,1849.87,4.1
12828,2022-01-15,Household,Tier 3,High,2012,532.15,3.8
12829,2021-12-27,Meat,Tier 1,Medium,2016,1889.15,4.5
12830,2020-08-18,Baking Goods,Tier 1,Small,2012,696.21,4.3
12831,2021-09-05,Soft Drinks,Tier 3,High,2016,1795.1,4.1
12832,2021-12-01,Soft Drinks,Tier 2,Small,2014,231.75,4.5
12833,2020-12-31,Frozen Foods,Tier 3,High,2012,436.78,3.6
12834,2019-02-26,Snack Foods,Tier 2,High,2018,204.05,4.8
12835,2021-01-07,Fruits and Vegetables,Tier 3,High,2012,633.1,4.2
12836,2019-07-15,Breads,Tier 2,High,2018,1754.01,4.4
12837,2021-12-21,Dairy,Tier 1,Medium,2018,360.58,3.9
12838,2022-07-10,Breads,Tier 1,Small,2016,488.45,5.0
12839,2019-04-22,Meat,Tier 2,Small,2010,471.56,4.2
12840,2021-02-03,Soft Drinks,Tier 2,Medium,2010,585.66,3.8
12841,2020-12-11,Baking Goods,Tier 2,Medium,2010,86.43,3.7
12842,2022-04-16,Baking Goods,Tier 2,Medium,2018,876.5,3.9
12843,2021-08-05,Breads,Tier 1,High,2010,1953.77,4.7
12844,2019-01-26,Breads,Tier 3,High,2012,923.77,4.0
12845,2020-02-14,Household,Tier 1,Small,2012,1636.01,3.6
12846,2021-01-27,Seafood,Tier 3,Medium,2012,1164.29,4.2
12847,2020-06-14,Soft Drinks,Tier 1,Small,2018,79.02,3.8
12848,2022-09-02,Fruits and Vegetables,Tier 2,Medium,2018,1191.74,4.9
12849,2022-02-03,Breads,Tier 1,Small,2010,1895.7,4.1
12850,2021-01-18,Meat,Tier 1,Medium,2016,1129.35,4.0
12851,2019-09-03,Seafood,Tier 2,Medium,2018,1079.47,4.2
12852,2022-01-09,Baking Goods,Tier 2,High,2014,1356.94,3.5
12853,2020-10-23,Seafood,Tier 1,Small,2012,1748.23,4.3
12854,2021-06-27,Meat,Tier 1,High,2012,1151.27,5.0
12855,2020-01-31,Seafood,Tier 3,High,2010,842.55,4.0
12856,2020-06-05,Soft Drinks,Tier 3,Small,2016,122.31,4.9
12857,2021-07-14,Baking Goods,Tier 1,High,2012,266.58,3.7
12858,2019-09-21,Meat,Tier 3,Medium,2018,1315.01,4.4
12859,2021-02-28,Household,Tier 2,Medium,2016,1256.93,3.8
12860,2022-07-21,Soft Drinks,Tier 1,Medium,2012,516.1,4.8
12861,2019-06-21,Fruits and Vegetables,Tier 1,Medium,2010,1451.9,4.6
12862,2019-09-22,Seafood,Tier 3,High,2010,595.35,4.8
12863,2021-11-15,Breads,Tier 1,Small,2010,644.7,4.5
12864,2020-04-20,Household,Tier 1,High,2018,169.73,4.5
12865,2019-12-22,Soft Drinks,Tier 2,Small,2010,1123.05,4.3
12866,2021-11-15,Breads,Tier 1,Small,2014,611.01,4.3
12867,2019-02-03,Meat,Tier 3,High,2018,1646.93,4.7
12868,2019-09-21,Snack Foods,Tier 2,High,2014,1612.86,4.4
12869,2022-03-07,Fruits and Vegetables,Tier 3,Medium,2010,300.46,4.1
12870,2021-03-26,Fruits and Vegetables,Tier 1,Small,2016,361.99,4.6
12871,2021-05-24,Household,Tier 3,Small,2018,675.93,4.9
12872,2021-01-23,Household,Tier 3,Small,2014,1182.67,4.9
12873,2020-07-19,Seafood,Tier 2,Medium,2018,717.9,4.0
12874,2020-04-06,Meat,Tier 1,Small,2014,733.0,4.1
12875,2022-04-06,Baking Goods,Tier 2,Small,2018,323.12,4.9
12876,2020-10-16,Seafood,Tier 1,Medium,2012,704.42,3.8
12877,2019-03-22,Fruits and Vegetables,Tier 2,High,2014,967.29,3.7
12878,2021-01-26,Frozen Foods,Tier 1,Medium,2014,1970.2,4.2
12879,2021-05-19,Seafood,Tier 2,Medium,2018,1684.03,4.2
12880,2022-12-01,Baking Goods,Tier 1,High,2016,1596.31,4.3
12881,2021-12-05,Snack Foods,Tier 2,Small,2012,1141.65,3.5
12882,2020-08-21,Meat,Tier 3,High,2014,752.18,3.8
12883,2021-03-17,Seafood,Tier 2,Small,2010,1721.05,4.7
12884,2021-12-12,Soft Drinks,Tier 3,Medium,2010,727.49,4.0
12885,2021-09-10,Meat,Tier 2,Small,2018,1205.95,4.9
12886,2020-12-04,Soft Drinks,Tier 3,Medium,2016,551.49,4.4
12887,2020-04-20,Snack Foods,Tier 1,Small,2012,1564.0,3.5
12888,2020-08-14,Fruits and Vegetables,Tier 3,Medium,2014,1053.34,5.0
12889,2019-01-16,Fruits and Vegetables,Tier 1,Small,2010,1795.58,4.0
12890,2022-10-15,Frozen Foods,Tier 3,Small,2014,1159.36,4.1
12891,2020-05-01,Fruits and Vegetables,Tier 1,Small,2010,370.39,4.9
12892,2020-12-06,Meat,Tier 3,High,2018,1986.25,4.8
12893,2022-03-10,Seafood,Tier 2,Medium,2018,1028.83,4.5
12894,2020-09-11,Household,Tier 1,Medium,2014,538.88,3.5
12895,2021-10-15,Fruits and Vegetables,Tier 1,Medium,2018,692.1,3.5
12896,2021-02-15,Household,Tier 3,High,2012,286.41,3.8
12897,2020-03-22,Snack Foods,Tier 2,High,2018,194.18,4.6
12898,2019-10-17,Breads,Tier 1,High,2012,928.6,4.8
12899,2019-07-28,Meat,Tier 1,High,2018,1906.15,3.8
12900,2020-02-17,Soft Drinks,Tier 2,Small,2014,289.81,3.6
12901,2020-11-07,Dairy,Tier 2,Medium,2012,1810.31,4.1
12902,2022-12-21,Frozen Foods,Tier 2,Small,2016,1603.63,4.9
12903,2022-10-26,Fruits and Vegetables,Tier 1,High,2014,1622.53,4.3
12904,2020-10-25,Breads,Tier 3,High,2012,1434.41,4.6
12905,2019-10-17,Seafood,Tier 3,Small,2010,1204.08,4.6
12906,2022-12-26,Frozen Foods,Tier 1,Medium,2010,286.71,4.8
12907,2022-07-15,Fruits and Vegetables,Tier 1,High,2016,1172.52,5.0
12908,2019-05-31,Dairy,Tier 1,Small,2010,736.36,5.0
12909,2022-07-02,Baking Goods,Tier 1,Small,2014,255.34,4.3
12910,2022-10-08,Dairy,Tier 2,Small,2012,1617.46,4.0
12911,2022-11-01,Snack Foods,Tier 1,Small,2014,1115.77,4.7
12912,2021-05-04,Breads,Tier 1,Medium,2018,1502.66,4.6
12913,2022-10-13,Baking Goods,Tier 1,Medium,2018,985.04,4.7
12914,2020-08-30,Soft Drinks,Tier 2,High,2010,1125.85,3.9
12915,2020-01-05,Breads,Tier 2,High,2016,1439.07,4.4
12916,2022-06-04,Seafood,Tier 2,Medium,2016,531.55,3.8
12917,2020-12-05,Baking Goods,Tier 1,Medium,2018,1701.74,3.8
12918,2022-08-19,Household,Tier 2,Small,2016,870.85,4.1
12919,2021-04-05,Baking Goods,Tier 1,Small,2016,1431.55,4.6
12920,2021-10-01,Snack Foods,Tier 1,Small,2010,685.86,4.0
12921,2022-11-13,Frozen Foods,Tier 3,High,2014,1419.83,4.0
12922,2020-01-12,Soft Drinks,Tier 2,High,2014,134.87,4.7
12923,2021-08-30,Soft Drinks,Tier 3,High,2012,1862.06,4.9
12924,2019-04-28,Household,Tier 3,High,2014,1584.44,4.8
12925,2021-10-25,Fruits and Vegetables,Tier 2,Small,2014,1346.37,3.8
12926,2020-03-19,Fruits and Vegetables,Tier 2,High,2010,681.57,4.2
12927,2022-10-07,Frozen Foods,Tier 3,High,2010,1693.05,4.6
12928,2021-01-24,Frozen Foods,Tier 1,Small,2014,1546.99,4.6
12929,2020-10-01,Baking Goods,Tier 3,Small,2012,933.51,4.1
12930,2019-05-04,Breads,Tier 2,Medium,2014,435.03,4.1
12931,2020-10-19,Dairy,Tier 1,Small,2014,392.25,4.4
12932,2022-07-24,Breads,Tier 3,High,2018,1001.98,4.5
12933,2021-04-01,Baking Goods,Tier 3,Small,2012,1577.65,3.6
12934,2022-11-18,Meat,Tier 3,High,2014,1443.21,4.5
12935,2020-10-25,Meat,Tier 2,Medium,2010,1012.45,4.3
12936,2019-12-26,Baking Goods,Tier 3,Medium,2014,448.63,3.6
12937,2020-09-14,Baking Goods,Tier 2,Medium,2016,516.5,3.6
12938,2021-12-16,Soft Drinks,Tier 1,High,2018,162.39,3.8
12939,2022-06-28,Breads,Tier 1,High,2018,394.75,4.0
12940,2021-07-07,Seafood,Tier 3,Medium,2018,74.88,4.6
12941,2022-03-19,Snack Foods,Tier 2,Medium,2012,1365.26,4.0
12942,2020-03-27,Seafood,Tier 3,High,2018,1197.07,4.6
12943,2022-03-31,Soft Drinks,Tier 1,High,2014,1976.51,4.2
12944,2019-04-30,Frozen Foods,Tier 2,High,2012,1537.41,3.8
12945,2020-08-04,Dairy,Tier 1,High,2016,530.17,4.7
12946,2022-10-06,Dairy,Tier 1,Medium,2010,1430.39,4.6
12947,2019-04-09,Snack Foods,Tier 2,Medium,2018,73.73,3.6
12948,2022-04-05,Dairy,Tier 2,Small,2014,1973.01,4.6
12949,2020-05-28,Soft Drinks,Tier 2,Small,2012,1248.15,4.5
12950,2020-10-25,Frozen Foods,Tier 3,High,2014,283.36,4.1
12951,2020-02-05,Baking Goods,Tier 3,Medium,2018,1022.11,4.4
12952,2019-12-31,Household,Tier 2,High,2010,1884.2,3.7
12953,2022-09-11,Meat,Tier 2,Small,2012,1706.92,4.4
12954,2020-08-03,Seafood,Tier 3,High,2014,632.89,3.8
12955,2020-09-12,Baking Goods,Tier 2,Small,2012,822.49,3.7
12956,2021-04-07,Breads,Tier 1,Small,2018,1714.44,3.8
12957,2019-09-04,Breads,Tier 2,Medium,2018,1805.02,3.7
12958,2020-03-09,Dairy,Tier 3,High,2016,1833.46,3.7
12959,2022-01-21,Breads,Tier 2,Medium,2016,1898.38,4.8
12960,2022-07-15,Soft Drinks,Tier 2,Small,2018,1026.06,4.8
12961,2020-09-06,Snack Foods,Tier 1,Small,2012,1729.96,4.6
12962,2021-07-31,Baking Goods,Tier 2,High,2014,726.6,4.7
12963,2021-08-20,Household,Tier 3,High,2014,1684.31,4.0
12964,2020-09-15,Fruits and Vegetables,Tier 3,High,2012,727.56,4.3
12965,2019-11-17,Frozen Foods,Tier 1,High,2010,1236.22,4.7
12966,2021-05-05,Snack Foods,Tier 1,Small,2012,963.51,4.2
12967,2019-03-03,Breads,Tier 3,Small,2018,1791.23,4.6
12968,2019-10-27,Fruits and Vegetables,Tier 2,Small,2018,179.72,4.1
12969,2020-02-07,Seafood,Tier 3,Medium,2016,1900.15,4.0
12970,2021-08-12,Baking Goods,Tier 1,Medium,2014,951.08,4.8
12971,2022-08-19,Breads,Tier 3,Medium,2016,988.72,4.0
12972,2019-09-10,Soft Drinks,Tier 1,High,2014,1664.24,4.2
12973,2020-04-22,Breads,Tier 3,Small,2012,1349.05,3.7
12974,2022-10-24,Baking Goods,Tier 2,Medium,2010,1909.73,4.3
12975,2019-06-09,Meat,Tier 2,High,2014,1115.9,4.4
12976,2021-08-18,Dairy,Tier 1,High,2010,1139.37,4.1
12977,2022-04-04,Seafood,Tier 2,High,2010,1944.82,4.5
12978,2019-07-24,Seafood,Tier 1,Small,2010,1856.56,4.2
12979,2022-07-14,Baking Goods,Tier 2,High,2012,456.95,4.1
12980,2022-03-07,Soft Drinks,Tier 3,Medium,2010,648.54,4.1
12981,2022-10-23,Breads,Tier 2,High,2010,1269.41,4.8
12982,2021-05-07,Fruits and Vegetables,Tier 3,Small,2018,1881.78,4.6
12983,2021-01-29,Soft Drinks,Tier 1,Small,2018,1148.55,4.2
12984,2020-12-21,Household,Tier 2,High,2014,1479.0,4.5
12985,2021-11-06,Soft Drinks,Tier 2,Small,2018,233.3,4.7
12986,2019-03-09,Meat,Tier 3,Small,2014,1069.12,4.2
12987,2019-05-13,Household,Tier 1,Medium,2010,337.82,4.8
12988,2021-07-07,Soft Drinks,Tier 2,Medium,2018,558.23,3.8
12989,2020-03-05,Meat,Tier 1,High,2016,374.29,4.4
12990,2019-11-04,Meat,Tier 1,Small,2012,373.53,4.0
12991,2020-10-11,Meat,Tier 2,Small,2018,1983.83,3.6
12992,2022-04-12,Snack Foods,Tier 3,Small,2012,631.58,4.8
12993,2020-02-16,Frozen Foods,Tier 1,Medium,2018,1152.7,4.2
12994,2019-04-07,Baking Goods,Tier 1,Small,2018,89.17,4.3
12995,2022-03-23,Seafood,Tier 2,Medium,2016,1622.45,4.3
12996,2022-06-19,Snack Foods,Tier 1,Small,2010,1376.44,4.3
12997,2022-08-20,Frozen Foods,Tier 2,Medium,2014,496.12,4.4
12998,2022-08-01,Baking Goods,Tier 1,High,2018,120.32,4.8
12999,2021-11-16,Seafood,Tier 3,High,2018,585.43,4.9
13000,2022-11-26,Household,Tier 3,Small,2012,1275.73,4.4
13001,2022-10-15,Breads,Tier 3,Small,2010,79.65,4.1
13002,2021-12-19,Snack Foods,Tier 3,Medium,2018,196.95,4.3
13003,2019-07-21,Seafood,Tier 2,Medium,2018,848.23,4.6
13004,2021-01-31,Seafood,Tier 2,Medium,2014,393.2,4.3
13005,2021-05-23,Fruits and Vegetables,Tier 2,Small,2010,1282.03,3.9
13006,2020-08-03,Household,Tier 2,Medium,2010,390.59,4.4
13007,2020-01-05,Snack Foods,Tier 2,Small,2018,1987.55,4.8
13008,2020-06-16,Meat,Tier 3,Medium,2010,899.84,3.7
13009,2022-03-21,Meat,Tier 1,Small,2010,339.22,3.6
13010,2022-01-30,Frozen Foods,Tier 1,Medium,2014,193.98,5.0
13011,2021-06-17,Seafood,Tier 3,Medium,2016,870.09,4.7
13012,2020-08-29,Household,Tier 3,Medium,2014,1627.73,4.1
13013,2021-05-22,Soft Drinks,Tier 2,Small,2016,905.73,3.5
13014,2022-06-06,Dairy,Tier 2,High,2014,325.11,4.9
13015,2022-02-22,Snack Foods,Tier 1,High,2018,1002.98,4.7
13016,2021-02-08,Soft Drinks,Tier 1,Small,2014,707.87,4.4
13017,2021-04-13,Fruits and Vegetables,Tier 2,Small,2010,1028.64,4.7
13018,2021-09-25,Seafood,Tier 2,High,2010,812.72,4.4
13019,2021-07-26,Breads,Tier 3,High,2012,1313.38,4.5
13020,2019-08-24,Fruits and Vegetables,Tier 2,Medium,2018,1617.07,4.9
13021,2019-06-11,Frozen Foods,Tier 3,Medium,2010,1778.58,4.1
13022,2020-07-07,Household,Tier 2,Small,2018,1495.52,4.3
13023,2021-02-26,Meat,Tier 1,High,2014,742.29,4.7
13024,2022-10-08,Meat,Tier 3,High,2010,924.49,3.9
13025,2021-12-27,Breads,Tier 1,Small,2018,1301.44,4.4
13026,2022-04-11,Baking Goods,Tier 3,High,2014,478.67,4.0
13027,2020-07-12,Baking Goods,Tier 3,Medium,2016,1418.44,3.6
13028,2019-09-18,Seafood,Tier 1,High,2012,1317.09,3.7
13029,2019-08-05,Meat,Tier 1,High,2014,1330.15,3.7
13030,2022-02-21,Frozen Foods,Tier 2,Medium,2016,699.99,4.3
13031,2021-03-15,Meat,Tier 3,High,2018,1223.06,3.7
13032,2022-03-31,Fruits and Vegetables,Tier 2,Medium,2016,435.58,4.3
13033,2019-07-20,Household,Tier 3,Medium,2010,419.91,4.6
13034,2020-02-06,Snack Foods,Tier 2,Medium,2018,1548.62,4.4
13035,2019-10-02,Meat,Tier 1,High,2012,790.14,4.6
13036,2019-07-25,Soft Drinks,Tier 1,Medium,2012,1111.97,4.2
13037,2021-11-29,Dairy,Tier 2,Small,2018,620.85,4.6
13038,2022-07-20,Soft Drinks,Tier 1,High,2010,509.92,4.7
13039,2021-05-16,Seafood,Tier 2,Medium,2018,1570.74,3.9
13040,2019-04-03,Fruits and Vegetables,Tier 3,Small,2018,1598.65,4.8
13041,2021-12-01,Snack Foods,Tier 3,Small,2018,1680.76,4.9
13042,2020-01-14,Breads,Tier 1,Medium,2014,1716.17,4.6
13043,2022-02-04,Dairy,Tier 1,Small,2012,852.19,5.0
13044,2022-09-13,Meat,Tier 1,Medium,2012,1627.49,3.6
13045,2019-03-06,Soft Drinks,Tier 3,Small,2010,724.57,3.7
13046,2019-12-31,Frozen Foods,Tier 2,High,2012,152.41,4.9
13047,2021-03-31,Seafood,Tier 1,Medium,2010,1394.21,3.5
13048,2021-11-13,Frozen Foods,Tier 2,Small,2010,437.97,4.4
13049,2020-06-23,Household,Tier 1,Small,2012,930.37,3.9
13050,2021-12-21,Snack Foods,Tier 1,Medium,2018,369.55,4.2
13051,2020-05-05,Seafood,Tier 1,High,2018,813.5,4.1
13052,2022-07-20,Seafood,Tier 2,Medium,2014,1775.49,3.8
13053,2019-08-17,Household,Tier 2,Small,2010,1245.65,4.4
13054,2021-11-09,Fruits and Vegetables,Tier 2,Medium,2016,338.87,3.8
13055,2019-01-03,Breads,Tier 3,High,2016,1464.73,4.1
13056,2022-12-15,Dairy,Tier 3,Small,2012,1703.29,4.7
13057,2021-06-29,Seafood,Tier 3,High,2012,374.47,4.5
13058,2019-11-03,Breads,Tier 2,High,2016,1500.99,4.5
13059,2020-03-07,Frozen Foods,Tier 3,Small,2014,1120.79,4.3
13060,2019-05-16,Baking Goods,Tier 1,High,2010,1228.31,3.8
13061,2020-05-29,Baking Goods,Tier 2,Small,2010,1881.1,4.2
13062,2019-07-12,Snack Foods,Tier 1,High,2012,121.29,4.2
13063,2022-12-09,Seafood,Tier 1,High,2012,1295.64,3.8
13064,2021-05-22,Dairy,Tier 2,Small,2018,208.91,4.4
13065,2022-02-15,Seafood,Tier 1,High,2014,1589.69,4.3
13066,2020-10-27,Dairy,Tier 2,High,2010,1797.46,4.0
13067,2019-07-28,Breads,Tier 3,High,2018,218.73,3.8
13068,2021-08-09,Baking Goods,Tier 2,Medium,2016,100.39,3.7
13069,2021-11-23,Dairy,Tier 2,High,2018,1913.55,4.8
13070,2020-10-10,Household,Tier 1,Medium,2016,1856.73,4.9
